file,label,koin_ke,center_x,center_y,radius_px,diameter_px
500_44.jpeg,koin_500,4,316,34,61,122
500_44.jpeg,koin_500,5,100,24,62,124
500_45.jpeg,koin_500,1,292,146,65,130
500_45.jpeg,koin_500,2,316,352,64,128
500_45.jpeg,koin_500,3,198,258,60,120
500_45.jpeg,koin_500,4,86,356,60,120
500_45.jpeg,koin_500,5,236,10,65,130
500_46.jpeg,koin_500,1,106,230,65,130
500_46.jpeg,koin_500,2,188,348,64,128
500_46.jpeg,koin_500,3,108,78,64,128
500_46.jpeg,koin_500,4,250,176,64,128
500_46.jpeg,koin_500,5,276,32,60,120
500_47.jpeg,koin_500,1,256,224,64,128
500_47.jpeg,koin_500,2,242,76,65,130
500_47.jpeg,koin_500,3,324,344,64,128
500_47.jpeg,koin_500,4,128,158,62,124
500_47.jpeg,koin_500,5,188,350,64,128
500_48.jpeg,koin_500,1,90,176,64,128
500_48.jpeg,koin_500,2,206,102,64,128
500_48.jpeg,koin_500,3,314,212,62,124
500_48.jpeg,koin_500,4,194,286,60,120
500_48.jpeg,koin_500,5,72,356,60,120
500_49.jpeg,koin_500,1,124,194,63,126
500_49.jpeg,koin_500,2,200,342,62,124
500_49.jpeg,koin_500,3,262,206,62,124
500_49.jpeg,koin_500,4,138,58,57,114
500_49.jpeg,koin_500,5,310,20,62,124
500_50.jpeg,koin_500,1,118,218,64,128
500_50.jpeg,koin_500,2,302,226,65,130
500_50.jpeg,koin_500,3,184,98,60,120
500_50.jpeg,koin_500,4,96,364,65,130
500_50.jpeg,koin_500,5,232,348,60,120
